Country Code,Country,SDG Region,Sub-region,UNDP Region,Task Force Name,Description of Task Force,Type,Sector,Sector 2,#Men,#Women,Total,%Women,Leader Gender,Woman Leader,Composition Data,Composition Classification,Sources
PAK,Pakistan,Asia,Southern Asia,Asia Pacific,Emergency Core Committee for COVID-19,"The Emergency Core Committee for COVID-19 was created by the Ministry of National Health Services, Research and Coordination to oversee and monitor the COVID-19 response. The Committee is composed of medical experts and high level officials from various relevant agencies, including the National Institute of Health. It is chaired by the Special Advisor to the Prime Minister.",Decision-Making,Public Health,Public Health,11,1,12,8.33,Man,No,Yes,Majority Men,"https://insights.careinternational.org.uk/media/k2/attachments/CARE_COVID-19-womens-leadership-report_June-2020.pdf;
https://tribune.com.pk/story/2257800/dr-faisal-sultan-appointed-as-sapm-on-national-health-services?amp=1;
https://www.nih.org.pk/wp-content/uploads/2020/04/COVID-19-NAP-V2-13-March-2020-1.pdf?__cf_chl_jschl_tk__=ad6aefd4d182762f6537ee9bc357e387c77ad871-1591101501-0-AbOoRTKc0FLuSANdhRqCulGENC0EE8mSs-Qzjo53dCOIh7fi2OeY6V7CL2t-guzwHZN0Qw8p0qolUKSRc8C7HNnAEggbqDolATc9iyrCASSFKGMsH2ooqJwucNJzTKm8JX0izig4ryWXtBxmW2McSOf_danZ0pI6n1ntsVZJMXzmESMqDOM_Rg8WiQlyStKgUPtLQrJRfxmBL2BslQOR0Yy3VDrNsW1G60ivxp9rGW5s5EPjLaa-l09mMx-qmHRD1aaa2lh6CV45mZ58bkfYI7AgYDyh3GZwUnJ2JwLESGBSd_-GpHe2Z5jiaCqs4-Q9YNyJ4F2-V2-KV01skdjcVS1xNx2YYLjNnFCcfZOlnuLT; 
https://www.nih.org.pk/emergency-core-committee-meeting-for-COVID-19-held-at-nih-to-monitor-and-oversee-the-response-activities-6/; 
https://www.nih.org.pk/novel-coranavirus-2019-ncov/"
COM,Comoros,Africa,Sub-Saharan Africa,Africa,"National COVID-19 Pandemic Coordination Committee (Comité National de Coordination, du Cadre de Gestion et de Coordination de la Crise du COVID-19)","The National COVID-19 Pandemic Coordination Committee was established in April 2020 by Presidential Decree. The Committee is responsible for implementation of a strategy to fight COVID-19. It comprises sub-committees on logistics, communication, security, economy support, administrative and financial as well as scientific matters. Members are both experts and members of government including several ministers, including the Minister of Health.",Decision-Making,Multi-Sectoral,Multi-Sectoral,32,3,35,8.57,Man,No,Yes,Majority Men,"https://gh.bmj.com/content/5/10/e003549;
http://www.ituc-africa.org/THE-COMOROS-facing-the-COVID-19-crisis.html;
https://stopcoronavirus.km/actualit%C3%A9s/2020/04/06/le-pr%C3%A9sident-azali-assoumani-met-en-place-par-d%C3%A9cret-deux-comit%C3%A9s-pour-la-pr%C3%A9vention-et-lutte-contre-le-coronavirus/"
BLR,Belarus,Europe,Eastern Europe,ECIS,Interdepartmental Working Group to Prevent the Import and Spread of COVID-19,"On 4 February 2020, the Interdepartmental Working Group to Prevent the Import and Spread of COVID-19 was established and headed by the Deputy Prime Minister. The Minster of Health and Minster of Emergency Situation are the deputy heads of the Group and are responsible for the coordination of COVID-19 response activities.  The Working Group works on stablizes the economy admist the pandemic, epidemiological and health care measures, COVID-19 vaccine distribution and campaigns, following WHO recomendations and guidelines, and international cooperation and information sharing. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,20,2,22,9.09,Man,No,Yes,Majority Men,"Information provided by UNDP/ UN Women Country Office;
https://www.belta.by/society/view/v-belarusi-sozdana-rabochaja-gruppa-po-nedopuscheniju-zavoza-koronavirusa-v-stranu-378421-2020/"
BTN,Bhutan,Asia,Southern Asia,Asia Pacific,Health Emergency Management Committee (HEMC),"The Health Emergency Management Committee (HEMC) is an existing body which was activated during the COVID-19 outbreak, as it is with any epidemic or other public health emergency. HEMC is responsible for decision making on matters related to health emergency management including surveillance, quarantine and testing based on scientific evidence. The HEMC is led by Minister of Health. The HEMC submits relevant information to the National COVID-19 Task Force. It is composed mostly of representatives from government health agencies, but also other government ministries, including finance and agriculture. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,20,2,22,9.09,Woman,Yes,Yes,Majority Men,"https://gh.bmj.com/content/5/10/e003549; 
https://www.cabinet.gov.bt/wp-content/uploads/2020/03/National-Preparedness-and-Response-Plan-3rd-ed-1-1.pdf; https://extranet.who.int/sph/sites/default/files/jeeta/WHO-WHE-CPI-REP-2018.7-eng.pdf;
https://www.who.int/docs/default-source/hgf/bhutan.pdf?sfvrsn=ce5445da_9;%20http://www.moh.gov.bt/notification-by-task-force-phuntsholing/"
BRA,Brazil,Americas,Latin America and the Caribbean,LAC,Crisis Committee for Supervision and Monitoring of COVID-19 Impacts (Comitê de Crise para Supervisão e Monitoramento dos Impactos da Covid-19),"The Crisis Committee for Supervision and Monitoring of COVID-19 coordinates government actions and provides advice on policy-making. The Committee acts in coordination with the Interministerial Executive Group on Public Health Emergency of National and International Importance. The Committee consists of all cabinet members, the Brazilian Sanitary Surveillance Agency, the public banks and the head of the Public Health Emergencies Operating Center. The Committee's coordinator can invite other members to participate to provide expertise in certain discussions.",Decision-Making,Multi-Sectoral,Multi-Sectoral,20,2,22,9.09,Man,No,Yes,Majority Men,"https://gh.bmj.com/content/5/10/e003549; 
https://agenciabrasil.ebc.com.br/politica/noticia/2020-03/governo-federal-institui-comite-de-crise-para-tratar-do-coronavirus; 
https://brazilian.report/coronavirus-brazil-live-blog/2020/03/17/bolsonaro-creates-crisis-committee-against-COVID-19/;"
HTI,Haiti,Americas,Latin America and the Caribbean,LAC,Communication Unit on the Pandemic,"The Communication Unit on the Pandemic provides COVID-19 related information and recommendations to the general population, based on the Scientific Unit. The Communication Unit is overseen by the Ministry of Culture and Communications. Its members include government officials, media associations, journalists, a community health expert, and a representative from the Directorate of Civil Protection. ",Decision-Making,Public Health,Public Health,10,1,11,9.09,Man,No,Yes,Majority Men,"https://gh.bmj.com/content/5/10/e003549; 
https://lenouvelliste.com/article/214134/le-gouvernement-cree-une-cellule-scientifique-pour-lutter-contre-le-coronavirus"
JOR,Jordan,Asia,Western Asia,Arab States,Coronavirus Crisis Cell ,"The Coronavirus Crisis Cell in the National Center for Security and Crisis Management (NCSCM) was reactivated to deal with the wide spread of COVID-19 in Jordan. The NCSCM is an umbrella organization under the Royal Court established in 2015 to coordinate and unify efforts by national institutions during national crises. The Coronavirus Crisis Cell considers the National Committee for Epidemics’ recommendations before issuing policy measures and coordinating implementation efforts. The Crisis Cell is largely involved in monitoring and enforcing public health regulations established by the government. Starting in 2021, the Cell worked with the Ministry of Health to roll out vaccine distribution plan, which also included the refugees community.",Decision-Making,Multi-Sectoral,Multi-Sectoral,10,1,11,9.09,Man,No,Yes,Majority Men,"Information provided by UNDP/ UN Women Country Office; 
https://www.brookings.edu/wp-content/uploads/2020/12/MENA-Covid-19-Survey-Jordan-12-20-.pdf; 
https://www.arabnews.com/node/1745106/middle-east;
https://corona.moh.gov.jo/en;
"
MWI,Malawi,Africa,Sub-Saharan Africa,Africa,"Special Cabinet Committee on COVID-19
","The Special Cabinet Committee on COVID-19 was established to provide overall policy guidance, as well as to oversee a cross-government response to COVID-19. The Committee is in charge of the following: receiving updates on COVID-19 and relay them to Malawians; recommending proactive measures to prevent the spread of the virus; facilitating implementation of activities aimed at mitigating the impact of the disease on the social-economic development of the country. The Committee is comprised of ministers and policy makers. This task force was dissolved and replaced with a more inclusive 21 member Presidential Taskforce in July 2020. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,10,1,11,9.09,Man,No,Yes,Majority Men,"https://web.archive.org/web/20210124024812/https://www.manaonline.gov.mw/index.php/sports/item/13723-statement-on-coronavirus-outbreakcovid-19;
https://www.dodma.gov.mw/index.php/blog/item/124-remarks-by-jappie-mhango-chairperson-of-the-special-cabinet-committee-on-covid-19-on-malawi-s-fourth-confirmed-case"
SGP,Singapore,Asia,South-eastern Asia,Asia Pacific,Multi-Ministry Task Force,"The purpose of the Multi-Ministry Task Force is to reduce the spread of COVID-19 through such actions as mask distribution and contact tracing, as well as to provide updates to the public. It is comprised of 11 representatives from government ministries, is co-chaired by the Ministers of Health and National Development, and is advised by the Deputy Prime Minister. The pre-existing Homeland Crisis Executive Group - an umbrella crisis management group (est. 2004) - is tasked with carrying out the decisions of the taskforce and is headed by the Permanent Secretary of the Ministry of Home Affairs.",Decision-Making,Multi-Sectoral,Multi-Sectoral,10,1,11,9.09,Man,No,Yes,Majority Men,"https://gh.bmj.com/content/bmjgh/5/10/e003549.full.pdf;
https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/multi-ministry-taskforce-on-wuhan-coronavirus-and-tor---final.pdf; 
https://www.csc.gov.sg/articles/COVID-19-crisis-management-an-early-look"
CHL,Chile,Americas,Latin America and the Caribbean,LAC,COVID-19 Social Board (Mesa Social COVID-19),"The COVID-19 Social Board was established as a coordination mechanism to bring about dialogue and collaboration for an effective COVID-19 response. The Board is tasked with making proposals and coordinating to promote effective actions against the pandemic. It is composed of the Ministers of Interior, Health, Science and Women, as well as other government officials and specialists from the health, social and academic sectors. On May 30, 2021, the Medical Association of Chile decided to abandon the Social Board alleging that the Government did not consult the experts of the Board on ""relevant decisions"" taken in the pandemic. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,10,1,11,9.09,Man,No,Yes,Majority Men,"https://www.gob.cl/noticias/ministros-blumel-manalich-y-couve-encabezan-primera-reunion-de-mesa-social-covid-19-en-la-moneda/; 
https://www.gob.cl/coronavirus/gestionpandemia/; 
https://www.gob.cl/mesasocialcovid19/"
TJK,Tajikistan,Asia,Central Asia,ECIS,Inter-Agency Standing Committee (IASC) to prevent and response to COVID-19,"The Inter-Agency Standing Committee (IASC) is chaired by Prime Minister and being technically coordinated by the Deputy Chair. The Deputy Prime Minister activated and has assumed leadership role for COVID-19 response with Ministry of Health and Social Protection of the Population of the Republic of Tajikistan as Technical focal point for all the response activities. IASC consists of representatives from many ministries, agencies and committees, including the Committee on Women and Family Affairs.",Decision-Making,Multi-Sectoral,Multi-Sectoral,29,3,32,9.38,Man and Woman (co-chairs),Co-Chair,Yes,Majority Men,"Information provided by UNDP/UN Women Country Office; 
https://COVIDlawlab.org/wp-content/uploads/2020/07/TJK-COVID19-CPRP_19032020_Approved.pdf
"
USA,United States of America,Americas,Northern America,OECD,Coronavirus Task Force,"The Coronavirus Task Force was mandated to monitor, contain and mitigate the spread of COVID-19 and provide updated information to the public. The task force was originally chaired by the Health and Human Services Secretary but, on February 2020, the Vice President was named to take the lead. It was composed of health experts from the White House and other public officials from Government agencies, and included specialists on infectious diseases. During its mandate, the Task Force's composition varied to include more members. The Coronavirus Task Force was dissolved into other COVID-19 response institutions with the new Presidential Administration on Januray 20, 2021.",Decision-Making,Public Health,Public Health,19,2,21,9.52,Man,No,Yes,Majority Men,"https://www.nytimes.com/2020/02/29/health/Trump-coronavirus-taskforce.html ; 
https://web.archive.org/web/20210116023328/https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-presidents-coronavirus-task-force/ ;
https://web.archive.org/web/20210117013129/https://www.whitehouse.gov/briefings-statements/vice-president-pence-secretary-azar-add-key-administration-officials-coronavirus-task-force-2/ ; https://www.usatoday.com/story/news/politics/2020/02/27/coronavirus-what-we-know-mike-pence-and-task-force/4891905002/"
